nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,compl_encuesta,tipo_encuesta,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,sinserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
AMAZONAS,CHACHAPOYAS,CHETO,MOJON,315303,0101040003,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,4,0,0,Sin servicio,Otro,No,No,No,Si,-6.268809999999974,-77.71251999999998
AMAZONAS,CHACHAPOYAS,CHETO,FORTALEZA,315304,0101040004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,Otro,No,No,No,Si,-6.279631999999992,-77.70019300000001
AMAZONAS,CHACHAPOYAS,CHETO,MAUSHAN,315306,0101040006,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,Otro,No,No,No,Si,-6.294080000000008,-77.71838000000002
AMAZONAS,CHACHAPOYAS,CHETO,SANTA ELENA,315307,0101040007,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,Otro,No,No,No,Si,-6.266639999999995,-77.69773700000002
AMAZONAS,CHACHAPOYAS,CHETO,SALINAS,315308,0101040009,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,20,0,0,Sin servicio,Otro,No,No,No,Si,-6.281557000000021,-77.66376000000002
AMAZONAS,CHACHAPOYAS,CHETO,GAJMAL,315309,0101040011,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,5,0,0,Sin servicio,Otro,No,No,No,Si,-6.283209999999997,-77.69240500000001
AMAZONAS,CHACHAPOYAS,CHETO,AYAYACO,315310,0101040012,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.273833000000025,-77.69711000000001
AMAZONAS,CHACHAPOYAS,CHETO,PUMA YACU,315311,0101040013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.290707999999995,-77.70522499999998
AMAZONAS,CHACHAPOYAS,CHETO,PUNTO Y COMA,315312,0101040014,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.316089999999974,-77.70967999999999
AMAZONAS,CHACHAPOYAS,CHETO,ROMERAL,315313,0101040015,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.31796300000002,-77.70658100000003
AMAZONAS,CHACHAPOYAS,CHETO,LLUY POTRERO,315315,0101040021,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,Otro,No,No,No,Si,-6.294286999999997,-77.70746700000001
AMAZONAS,CHACHAPOYAS,CHETO,SHURUPCHO,315316,0101040022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.268967999999973,-77.69842699999998
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MIRAFLORES,315590,0101100006,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,0,28,0,0,Sin servicio,Otro,No,No,Si,No,-6.6894379999999956,-77.79260199999999
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,BONDA,315591,0101100007,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,0,12,0,0,Sin servicio,Otro,No,No,Si,No,-6.680678,-77.78873199999998
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ISHPINGO,315599,0101100016,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,93,0,210,0,0,Sin servicio,Otro,No,No,Si,Si,-6.7189200000000255,-77.82266800000002
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SAN MIGUEL,315613,0101100030,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,0,42,0,0,Sin servicio,Otro,No,No,Si,No,-6.723878000000013,-77.79794500000003
AMAZONAS,CHACHAPOYAS,LEVANTO,UNDULUG,315682,0101110036,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.290503000000001,-77.86985800000002
AMAZONAS,CHACHAPOYAS,MAGDALENA,ONCECHA,315687,0101120006,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,2,0,0,Sin servicio,Otro,No,No,Si,No,-6.38449300000002,-77.90196300000002
AMAZONAS,CHACHAPOYAS,MAGDALENA,LLUYCUNGA,315698,0101120019,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,8,0,0,Sin servicio,Otro,No,No,No,Si,-6.392547999999977,-77.838618
AMAZONAS,CHACHAPOYAS,MAGDALENA,YURAC YACU,315704,0101120025,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-6.396003000000007,-77.88706200000001
AMAZONAS,CHACHAPOYAS,MAGDALENA,SALONPAMPA,315715,0101120036,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,2,0,0,Sin servicio,Otro,No,No,Si,Si,-6.405722000000026,-77.88538499999999
AMAZONAS,BAGUA,ARAMANGO,NUEVO ILUCAN,316123,0102020080,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,31,29,52,0,0,Sin servicio,Otro,No,No,Si,Si,-5.494914999999992,-78.402985
AMAZONAS,BAGUA,ARAMANGO,PUERTO POMARA,316134,0102020094,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,17,68,0,0,Sin servicio,Otro,No,No,Si,Si,-5.398416999999995,-78.44734
AMAZONAS,BAGUA,IMAZA,DAPUJUK,316321,0102050155,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,18,81,0,0,Sin servicio,Otro,No,No,Si,Si,-4.609037999999998,-78.62083899999999
AMAZONAS,BAGUA,LA PECA,NUEVA VICTORIA,316369,0102060007,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,76,73,269,0,0,Sin servicio,Otro,No,No,Si,No,-5.53918299999998,-78.52887299999998
AMAZONAS,BAGUA,LA PECA,ACHAGUAY ALTO,316382,0102060024,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,72,68,340,0,0,Sin servicio,Otro,No,No,Si,No,-5.594609999999989,-78.49302
AMAZONAS,BONGARA,JUMBILLA,JUMPAMPA,316407,0103010010,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,1,1,0,0,Sin servicio,Otro,No,No,No,Si,-5.908247000000017,-77.816148
AMAZONAS,BONGARA,CUISPES,MITOPAMPA,316517,0103050017,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,5,0,0,Sin servicio,Otro,No,No,No,Si,-5.938559999999995,-77.96530200000001
AMAZONAS,BONGARA,CUISPES,LA JALCA,316523,0103050023,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,8,0,0,Sin servicio,Otro,No,No,No,Si,-5.9461729999999875,-77.91220299999998
AMAZONAS,BONGARA,JAZAN,SAN JUAN DE TUNI,316577,0103070008,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,Otro,No,No,Si,No,-5.92687699999999,-77.96752400000003
AMAZONAS,BONGARA,VALERA,TINGORBAMBA,316649,0103110011,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,8,32,0,0,Sin servicio,Otro,No,No,Si,Si,-6.098752999999988,-77.89384799999999
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,PARAISO,317782,0106020027,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,64,245,0,0,Sin servicio,Otro,No,No,Si,Si,-6.577541999999994,-77.39528200000001
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,LUZ DEL ORIENTE,317787,0106020032,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,86,80,190,0,0,Sin servicio,Otro,No,No,Si,Si,-6.600856000000022,-77.39363200000003
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA ESPERANZA (SANTA ELENA),318076,0107010017,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,37,0,148,0,0,Sin servicio,Otro,No,No,Si,No,-5.8074399999999855,-78.31933099999998
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,DELTA,318080,0107010021,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,275,0,0,Sin servicio,Otro,No,No,Si,Si,-5.8056589999999915,-78.54099100000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,SAN LORENZO,318163,0107010105,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,0,85,0,0,Sin servicio,Otro,No,No,Si,No,-5.905480000000011,-78.34206699999999
AMAZONAS,UTCUBAMBA,CAJARURO,MANDINGAS BAJO,318253,0107020089,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,50,178,0,0,Sin servicio,Otro,No,No,Si,Si,-5.795956999999987,-78.27027800000002
AMAZONAS,UTCUBAMBA,CAJARURO,LA FLOR DE LA ESPERANZA,318303,0107020146,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,4,20,0,0,Sin servicio,Otro,No,No,Si,No,-5.678695000000005,-78.37024200000002
AMAZONAS,UTCUBAMBA,EL MILAGRO,EL REPOSO,318394,0107040012,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,130,128,287,0,0,Sin servicio,Otro,No,No,Si,No,-5.712664000000018,-78.61249800000002
AMAZONAS,UTCUBAMBA,JAMALCA,SAN PEDRO,318415,0107050009,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,9,0,0,Sin servicio,Otro,No,No,Si,No,-5.877372999999977,-78.24038200000001
AMAZONAS,UTCUBAMBA,JAMALCA,NUEVO HORIZONTE,318423,0107050017,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,0,0,Sin servicio,Otro,No,No,Si,No,-5.910106999999982,-78.19694199999998
AMAZONAS,UTCUBAMBA,JAMALCA,PINDO,318426,0107050020,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,7,0,0,Sin servicio,Otro,No,No,Si,No,-5.901670000000024,-78.25982800000003
AMAZONAS,UTCUBAMBA,JAMALCA,LA LUCMA,318445,0107050039,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,9,45,0,0,Sin servicio,Otro,No,No,Si,No,-5.974663000000021,-78.16537499999998
AMAZONAS,UTCUBAMBA,JAMALCA,LOS ANGELES,318447,0107050041,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,68,340,0,0,Sin servicio,Otro,No,Si,,,-5.918713000000025,-78.23996
AMAZONAS,UTCUBAMBA,JAMALCA,SAN LORENZO,318453,0107050047,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,35,140,0,0,Sin servicio,Otro,No,No,No,Si,-5.943523000000027,-78.28582799999998
AMAZONAS,UTCUBAMBA,JAMALCA,NUEVO IMPERIO,318459,0107050053,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,8,32,0,0,Sin servicio,Otro,No,No,Si,No,-5.959141999999986,-78.15461800000003
AMAZONAS,UTCUBAMBA,JAMALCA,PALO URCO,318460,0107050054,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,7,0,0,Sin servicio,Otro,No,No,Si,No,-5.900564999999972,-78.21505000000002
AMAZONAS,UTCUBAMBA,JAMALCA,ESMERALDA,318461,0107050055,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,4,16,0,0,Sin servicio,Otro,No,No,Si,No,-5.840399999999988,-78.28220499999998
ANCASH,AIJA,CORIS,SHAPALLU,319668,0202020050,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,0,0,Sin servicio,Otro,No,No,No,Si,-9.818553000000009,-77.71364299999999
ANCASH,AIJA,CORIS,COCHWAS,319671,0202020053,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,7,0,0,Sin servicio,Otro,No,No,No,Si,-9.815269999999998,-77.70871
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,LLACUY,320344,0205030014,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,Otro,No,No,No,Si,-10.188240000000008,-77.454158
ANCASH,CARHUAZ,PARIAHUANCA,HUAMANVILCA,321296,0206070013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,13,65,0,0,Sin servicio,Otro,No,Si,,,-9.338637000000006,-77.57003500000002
ANCASH,CARHUAZ,TINCO,PATY,321343,0206100012,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,38,27,155,0,0,Sin servicio,Otro,No,Si,,,-9.27113700000001,-77.65531199999998
ANCASH,CASMA,CASMA,EL ALTO,321671,0208010040,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,0,8,0,0,Sin servicio,Otro,No,No,Si,No,-9.562354000000028,-78.260403
ANCASH,CASMA,CASMA,LA  BALSA,321672,0208010041,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,0,5,0,0,Sin servicio,Otro,No,No,Si,No,-9.707670000000007,-78.27825000000001
ANCASH,CASMA,CASMA,LA GRAMITA,321673,0208010042,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,161,0,640,0,0,Sin servicio,Otro,No,No,Si,No,-9.716380000000015,-78.29314199999999
ANCASH,CASMA,CASMA,RIO SECO,321675,0208010044,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,0,2,0,0,Sin servicio,Otro,No,No,Si,No,-9.774549999999977,-78.22133000000002
ANCASH,CASMA,CASMA,KM 367,321686,0208010055,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,0,3,0,0,Sin servicio,Otro,No,No,Si,No,-9.569950000000006,-78.25389000000001
ANCASH,CASMA,COMANDANTE NOEL,TABON BAJO,321734,0208030007,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,270,270,900,0,0,Sin servicio,Otro,No,No,Si,No,-9.449850000000026,-78.35027500000001
ANCASH,CORONGO,ACO,ACO,321853,0209020001,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,106,70,355,0,0,Sin servicio,Otro,No,Si,,,-8.523121000000003,-77.87764199999998
ANCASH,HUARI,ANRA,QUILLAY JIRCA,321990,0210020015,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,Otro,No,No,No,Si,-9.233558000000016,-76.931533
ANCASH,HUARI,HUANTAR,HUAMPURAN,322282,0210080008,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,8,15,0,0,Sin servicio,Otro,No,No,No,Si,-9.458765000000028,-77.18076500000001
ANCASH,HUARI,PAUCAS,POCOSH,322345,0210100002,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-9.128773000000024,-76.89150000000001
ANCASH,HUARI,PAUCAS,HUALLCAY,322346,0210100003,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,0,0,Sin servicio,Otro,No,No,No,Si,-9.124228000000016,-76.859533
ANCASH,HUARI,PAUCAS,SEÑOR DE LA SOLEDAD,322347,0210100004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,4,4,0,0,Sin servicio,Otro,No,No,No,Si,-9.131357999999977,-76.84571699999998
ANCASH,HUARI,PAUCAS,BUENA VISTA,322349,0210100006,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,15,0,0,Sin servicio,Otro,No,No,Si,Si,-9.13646,-76.94524000000001
ANCASH,HUARI,PAUCAS,RAGRANCA,322356,0210100013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,Otro,No,No,No,Si,-9.15246000000002,-76.88511
ANCASH,HUARI,PAUCAS,QUENAN,322358,0210100015,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,6,0,0,Sin servicio,Otro,No,No,No,Si,-9.149980000000028,-76.92174799999998
ANCASH,HUARI,PAUCAS,ICHICVISCAS,322365,0210100022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-9.159749999999974,-76.881932
ANCASH,HUARI,PAUCAS,HUANACUNCA,322369,0210100026,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,4,0,0,Sin servicio,Otro,No,No,No,Si,-9.168701999999996,-76.89404000000002
ANCASH,HUARI,PAUCAS,NINAMAYGUA,322371,0210100028,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Sin servicio,Otro,No,No,No,Si,-9.198190000000011,-76.87790999999999
ANCASH,HUARI,PAUCAS,PALATA,322374,0210100031,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,Otro,No,No,No,Si,-9.123659999999973,-76.85083500000002
ANCASH,HUARI,PAUCAS,CASTILLO,322376,0210100033,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Sin servicio,Otro,No,No,No,Si,-9.124169999999992,-76.85583000000003
ANCASH,HUARI,PAUCAS,MOTA,322377,0210100036,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,8,0,0,Sin servicio,Otro,No,No,No,Si,-9.165142000000003,-76.91096499999998
ANCASH,HUARI,PAUCAS,QUECHCA,322378,0210100037,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,Otro,No,No,No,Si,-9.154200000000003,-76.93007
ANCASH,HUARMEY,HUARMEY,LAS ZORRAS,322693,0211010039,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,0,98,0,0,Sin servicio,Otro,No,No,Si,No,-10.27253300000001,-78.038365
ANCASH,HUARMEY,HUARMEY,GRAMADAL,322694,0211010040,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,90,0,0,Sin servicio,Otro,No,No,Si,No,-10.395173,-77.98683999999997
ANCASH,HUARMEY,HUARMEY,BERMEJO,322695,0211010041,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,100,0,0,Sin servicio,Otro,No,No,Si,No,-10.553472,-77.88396499999999
ANCASH,HUARMEY,HUARMEY,LAS PLAYUELAS,322703,0211010049,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,0,5,0,0,Sin servicio,Otro,No,No,No,Si,-10.228664999999978,-78.03895799999998
ANCASH,HUARMEY,HUARMEY,HUANCHAQUITO,322704,0211010052,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,0,48,0,0,Sin servicio,Otro,No,No,Si,No,-10.079461999999978,-78.165818
ANCASH,HUARMEY,MALVAS,HUAYOPAMPA,322827,0211050022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,4,0,0,Sin servicio,Otro,No,No,No,Si,-9.942574999999977,-77.72523000000001
ANCASH,HUARMEY,MALVAS,NAHUINCOCHA,322829,0211050024,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,Otro,No,No,No,Si,-9.938292999999987,-77.66176999999999
ANCASH,HUAYLAS,HUALLANCA,HUALLANCA,322913,0212020001,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,137,125,410,0,0,Sin servicio,Otro,No,Si,,,-8.818872999999996,-77.86291799999998
ANCASH,HUAYLAS,HUATA,OMBU,322984,0212030051,SI,Hijo,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,1,Sin servicio,Otro,No,Si,,,-8.993550000000027,-77.82359000000002
ANCASH,HUAYLAS,PUEBLO LIBRE,HUANCA,323140,0212070014,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,7,25,0,0,Sin servicio,Otro,No,Si,,,-9.110970000000009,-77.813897
ANCASH,MARISCAL LUZURIAGA,LLUMPA,POTACA,323550,0213060075,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,2,6,0,0,Sin servicio,Otro,No,No,No,Si,-9.001638000000014,-77.49715800000001
ANCASH,OCROS,ACAS,LLAMACHUPAN ANTIGUO,323721,0214020033,SI,Hijo,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,20,5,18,Sin servicio,Otro,No,Si,,,-10.603473000000008,-77.408185
ANCASH,OCROS,CONGAS,JAURAN,323817,0214060035,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,4,0,0,Sin servicio,Otro,No,No,No,Si,-10.343214999999987,-77.45411200000001
ANCASH,OCROS,CONGAS,PALTAC,323820,0214060038,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,3,0,0,Sin servicio,Otro,No,No,No,Si,-10.34532200000001,-77.45121699999999
ANCASH,OCROS,CONGAS,RARMIN,323840,0214060061,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Sin servicio,Otro,No,No,No,Si,-10.320898,-77.45442200000002
ANCASH,OCROS,SAN PEDRO,COPA COTO,323923,0214090004,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,0,12,0,0,Sin servicio,Otro,No,No,No,Si,-10.370191999999975,-77.48758199999997
ANCASH,OCROS,SAN PEDRO,PACAY HUACHANO,323960,0214090048,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,0,11,0,0,Sin servicio,Otro,No,No,No,Si,-10.42243000000002,-77.49302
ANCASH,POMABAMBA,POMABAMBA,COLPAPAMPA,324751,0216010165,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,50,250,0,0,Sin servicio,Otro,No,No,Si,No,-8.861876999999993,-77.464227
ANCASH,RECUAY,RECUAY,HUANTAR,325063,0217010050,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,24,0,0,Sin servicio,Otro,No,No,Si,No,-9.717836999999975,-77.46585700000003
ANCASH,RECUAY,RECUAY,CASHAPUCRO,325064,0217010051,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,8,17,0,0,Sin servicio,Otro,No,No,Si,Si,-9.711020000000019,-77.47552000000002
ANCASH,RECUAY,RECUAY,ANASKAKA,325068,0217010055,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,0,0,Sin servicio,Otro,No,No,No,Si,-9.719355000000007,-77.44406300000003
ANCASH,RECUAY,RECUAY,MARCARA PAMPA,325069,0217010056,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,8,0,0,Sin servicio,Otro,No,No,No,Si,-9.725950000000012,-77.479713
ANCASH,RECUAY,RECUAY,SHACCHICUTA,325070,0217010057,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,Otro,No,No,No,Si,-9.720190000000002,-77.484103
ANCASH,RECUAY,RECUAY,CHALLHUA,325075,0217010062,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,9,16,0,0,Sin servicio,Otro,No,No,Si,No,-9.721096999999986,-77.452585
ANCASH,RECUAY,RECUAY,CACHIPATA,325077,0217010064,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,15,0,0,Sin servicio,Otro,No,No,Si,No,-9.720775000000003,-77.458843
ANCASH,RECUAY,RECUAY,ANTAPURHUAY,325088,0217010075,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,30,0,0,Sin servicio,Otro,No,No,Si,No,-9.738468000000012,-77.45662299999998
ANCASH,RECUAY,RECUAY,AYACAYANA GRANDE,325092,0217010079,SI,Hijo,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,12,6,12,Sin servicio,Otro,No,No,No,Si,-9.707988,-77.467648
ANCASH,RECUAY,TICAPAMPA,SALINAS,325569,0217100027,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,20,0,0,Sin servicio,Otro,No,No,Si,No,-9.76771500000001,-77.451637
ANCASH,SANTA,CHIMBOTE,TANGAY ALTO,325643,0218010053,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,78,0,240,0,0,Sin servicio,Otro,No,No,Si,No,-9.009416999999985,-78.52728400000001
ANCASH,SANTA,CHIMBOTE,TUPAC AMARU (KM7),325644,0218010054,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,71,0,280,0,0,Sin servicio,Otro,No,No,Si,No,-9.035505,-78.54347899999999
ANCASH,SANTA,CHIMBOTE,TUPAC AMARU ALTO,325645,0218010055,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,45,0,180,0,0,Sin servicio,Otro,No,No,Si,No,-9.033853000000022,-78.536115
ANCASH,SANTA,CHIMBOTE,SANTA ROSA BAJA,325646,0218010056,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,0,90,0,0,Sin servicio,Otro,No,No,Si,No,-9.055896000000018,-78.52327500000001
ANCASH,SANTA,CHIMBOTE,VILLA EL SALVADOR,325647,0218010057,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,0,800,0,0,Sin servicio,Otro,No,No,Si,No,-9.008655999999974,-78.52684199999999
