nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,tipo_encuesta,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,sinserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
LIMA,CAÑETE,CHILCA,LAS PALMAS,390092,1505050004,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,15,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.459947999999997,-76.64201000000003
LIMA,CAÑETE,CHILCA,GARITA DE CONTROL,390093,1505050005,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,176,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.455553000000009,-76.753782
LIMA,CAÑETE,CHILCA,OLOF PALME,390094,1505050006,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,1000,750,5000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.468311000000028,-76.745158
LIMA,CAÑETE,CHILCA,PAPA LEON XIII,390095,1505050007,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,10,60,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.475499000000013,-76.74588899999998
LIMA,CAÑETE,CHILCA,15 DE ENERO,390096,1505050008,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,667,645,3000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.486869000000013,-76.734532
LIMA,CAÑETE,CHILCA,LOS PILARES,390097,1505050009,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,45,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.491210000000024,-76.75841000000003
LIMA,CAÑETE,CHILCA,DOÑA JAVIERA,390100,1505050013,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.499199999999973,-76.75837999999999
LIMA,CAÑETE,CHILCA,CARRIZAL (LOS CARRIZALES),390102,1505050015,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,4,11,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.506149999999991,-76.76747
LIMA,CAÑETE,CHILCA,LAPA LAPA,390110,1505050024,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,55,35,450,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.557020000000023,-76.72725000000003
LIMA,CAÑETE,CHILCA,PUNTA ARENAS,390111,1505050025,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,2,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.55115699999999,-76.71559500000001
LIMA,CAÑETE,CHILCA,CANTERA LAS MERCEDES,390113,1505050027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.466369999999984,-76.66402199999999
LIMA,CAÑETE,CHILCA,CALANGUILLO,390114,1505050028,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,184,138,500,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.543588,-76.716023
LIMA,CAÑETE,CHILCA,SAN BARTOLITO,390115,1505050029,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,60,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.486499999999978,-76.70904999999999
LIMA,CAÑETE,CHILCA,SANTA ROSA,390117,1505050031,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,8,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.443677999999977,-76.615455
LIMA,CAÑETE,CHILCA,BEQUETETE,390118,1505050033,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.498629999999991,-76.74110999999999
LIMA,CAÑETE,CHILCA,LA PATITA,390122,1505050038,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,65,40,325,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.462170000000015,-76.74874999999997
LIMA,CAÑETE,CHILCA,SAN CAYETANO,390123,1505050039,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.469524999999976,-76.67585700000001
LIMA,CAÑETE,CHILCA,PLAYA SAN PEDRO,390125,1505050042,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.525050000000022,-76.76690000000002
LIMA,CAÑETE,CHILCA,EL PROGRESO,390128,1505050047,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,45,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.49593299999998,-76.743832
LIMA,CAÑETE,CHILCA,SAN JAVIER BAJO,390129,1505050048,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.502229999999997,-76.75063999999998
LIMA,CAÑETE,CHILCA,MAYTA CAPAC,390131,1505050050,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,45,119,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.50797,-76.74160999999998
LIMA,CAÑETE,CHILCA,LA JOYA,390133,1505050052,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,3,15,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.525959999999998,-76.74855000000002
LIMA,CAÑETE,CHILCA,SANTA FE,390134,1505050053,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,80,65,150,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.402762999999993,-76.73048799999998
LIMA,CAÑETE,CHILCA,SAN MIGUEL ARCANGEL,390135,1505050054,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.403796999999997,-76.71283699999998
LIMA,CAÑETE,CHILCA,SEÑOR DE HUANCAS (LOS CHANCAS),390136,1505050055,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,7,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.413585000000012,-76.69887499999999
LIMA,CAÑETE,CHILCA,ALLAHUAY ASADUNAR,390138,1505050057,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,3,18,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.404901999999993,-76.7561
LIMA,CAÑETE,CHILCA,SANTA MARIA,390139,1505050058,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,12,55,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.405790000000025,-76.72403500000001
LIMA,CAÑETE,CHILCA,EL TORO (PAMPA LA QUINUA),390140,1505050059,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,5,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.415920000000028,-76.69873000000001
LIMA,CAÑETE,CHILCA,PLUSBAC,390141,1505050060,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,8,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.405660000000012,-76.73988000000003
LIMA,CAÑETE,CHILCA,SAN HILARION,390142,150505,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,40,120,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.429817000000014,-76.62994300000003
LIMA,CAÑETE,CHILCA,PARCA,390143,150505,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,2,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.429817000000014,-76.62994300000003
LIMA,CAÑETE,IMPERIAL,SANTO DOMINGO,390198,1505070041,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.047509999999988,-76.36588999999998
LIMA,CAÑETE,IMPERIAL,MAMA MARIANA,390200,1505070043,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,120,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-13.046951999999976,-76.37950999999998
LIMA,CAÑETE,MALA,EL PALMO,390254,1505090039,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,0,140,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.716214999999977,-76.61434200000002
LIMA,CAÑETE,NUEVO IMPERIAL,PINTA,390280,1505100028,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,3,15,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-13.088261999999986,-76.25296700000001
LIMA,CAÑETE,NUEVO IMPERIAL,RINCONADA DEL VALLE,390284,150510,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,100,400,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.960495999999978,-76.258576
LIMA,CAÑETE,QUILMANA,ENCARNACION YACTAYO,390350,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,110,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,ZONA HERMOSA,390351,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,59,30,200,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,LAS PALMAS,390353,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,64,64,150,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,ROLDAN ALTO - PEQUEÑOS GANADEROS,390354,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,28,0,48,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,VILLA HERMOSA,390356,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,8,40,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,UNION QUILMANÁ,390357,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,300,100,400,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,QUILMANA,AVICULTORES,390359,150512,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,80,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.869569000000013,-76.34527700000001
LIMA,CAÑETE,SAN ANTONIO,NUEVO SAN ANTONIO,390375,1505130014,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,26,104,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.65069699999998,-76.66477800000001
LIMA,CAÑETE,SAN ANTONIO,CERRO CUCHARA,390388,1505130028,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,8,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.631342000000018,-76.64519899999999
LIMA,HUARAL,AUCALLAMA,PARQUE INDUSTRIAL SOL PERU,390669,1506040075,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,945,300,900,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.686130999999989,-77.18401699999998
LIMA,HUARAL,CHANCAY,EL HATILLO,390685,1506050002,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,65,0,250,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.447675000000004,-77.34508699999998
LIMA,HUAROCHIRI,RICARDO PALMA,9 DE OCTUBRE,391416,150714,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,400,0,1600,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.93781899999999,-76.62291499999998
LIMA,HUAROCHIRI,SAN ANTONIO,PACLLA HUANCA,391454,1507160002,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.679730000000006,-76.69452999999999
LIMA,HUAROCHIRI,SAN ANTONIO,PIEDRA BLANCA,391462,1507160012,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,11,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.780944999999974,-76.621241
LIMA,HUAROCHIRI,SAN ANTONIO,CERRO CANTERA,391465,1507160016,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,250,200,500,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.773277000000007,-76.72322000000003
LIMA,HUAROCHIRI,SAN ANTONIO,HUAYCOLORO GEOFISICO,391467,1507160018,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,3,6,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.920759999999973,-76.85181999999998
LIMA,HUAROCHIRI,SAN ANTONIO,JICAMARCA ANEXO21,391469,1507160021,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,2500,2000,5000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.863999999999976,-76.91946999999999
LIMA,HUAROCHIRI,SAN ANTONIO,JICAMARCA ANEXO2,391470,1507160022,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,600,600,3000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.87342000000001,-76.89537000000001
LIMA,HUAROCHIRI,SAN ANTONIO,JICAMARCA ANEXO 24,391471,1507160023,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,400,350,1000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.89170999999999,-76.91077000000001
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA AGUADA DULCE,391472,1507160024,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,51,25,31,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.760104000000013,-76.80854900000003
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA EL BETON,391473,1507160025,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,28,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.855849999999975,-76.82979999999998
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA AGUADA SALADA,391474,1507160026,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,170,400,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.762380000000007,-76.81084900000002
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA LAJAS,391475,1507160027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,300,250,600,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.765640000000019,-76.69412999999997
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA CARACOL BAJO,391476,1507160028,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,28,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.75537300000002,-76.80201799999998
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA CARACOL ALTO,391477,1507160029,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,14,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.687389999999994,-76.66478999999998
LIMA,HUAROCHIRI,SAN ANTONIO,PAUCACHA JICAMARCA,391478,1507160030,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,38,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.766340000000014,-76.719875
LIMA,HUAROCHIRI,SAN ANTONIO,TAMBO PARDO JICAMARCA,391479,1507160031,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,19,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.767943000000002,-76.76322299999998
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA LA LOMADA,391480,1507160032,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,65,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.756146000000001,-76.80492900000002
LIMA,HUAROCHIRI,SAN ANTONIO,LA MINA TIERRA AMARILLA,391481,1507160033,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.762929999999983,-76.79448000000002
LIMA,HUAROCHIRI,SAN ANTONIO,PAMPA HUASI,391482,1507160034,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.764740000000018,-76.71895
LIMA,HUAROCHIRI,SAN ANTONIO,LUCHOMARCO,391483,1507160035,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.761396999999988,-76.73086999999998
LIMA,HUAROCHIRI,SAN ANTONIO,CALLAHUINCO,391484,1507160036,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.840449999999976,-76.72872999999998
LIMA,HUAROCHIRI,SAN ANTONIO,QUIÑIHUA,391485,1507160037,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,5,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.72779700000001,-76.68960700000002
LIMA,HUAROCHIRI,SAN ANTONIO,SICICAYA,391486,1507160038,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,12,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.738917000000015,-76.69414699999999
LIMA,HUAROCHIRI,SAN ANTONIO,HUAYRUMA,391487,1507160039,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,8,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.754590000000007,-76.63997
LIMA,HUAROCHIRI,SAN ANTONIO,CORALESDEVALLECITO,391489,1507160042,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,2500,2500,10000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.92622399999999,-76.81087600000001
LIMA,HUAROCHIRI,SAN ANTONIO,JICAMARCA ANEXO 8,391493,150716,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Urbano,10000,10000,25000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.816648999999984,-76.77355999999997
LIMA,HUAROCHIRI,SAN ANTONIO,JICAMARCA ANEXO 22,391494,150716,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Urbano,20000,20000,65000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.816648999999984,-76.77355999999997
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,HUACHIPAMPA,391656,1507210016,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,12,45,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-12.060852000000011,-76.04491200000001
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,VILLA JARDIN CUCUYA,392054,1507310051,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,350,350,1000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.181683000000021,-76.659515
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,NEGRITILLO,392058,1507310055,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,5,12,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.179126999999994,-76.66099400000002
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,MANZANO,392060,1507310057,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,6,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-12.14573999999999,-76.67054000000002
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,CARDAL,392064,1507310061,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,3,7,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-12.333061999999984,-76.66501199999999
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,PAMPAPACTA,392065,1507310062,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,500,380,120,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.206241999999975,-76.64566100000002
LIMA,HUAURA,HUACHO,HORNILLOS,392121,1508010002,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,800,0,1500,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.13954000000001,-77.60489000000001
LIMA,HUAURA,HUACHO,PLAYA CHICA,392128,1508010011,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,0,7,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.155312999999978,-77.59850899999998
LIMA,HUAURA,HUACHO,NUEVO SAN JUAN,392142,150801,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,210,0,150,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.271660999999995,-77.49276800000001
LIMA,HUAURA,HUAURA,ALCANTARILLA,392348,1508060024,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,65,45,325,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.064819,-77.54118899999997
LIMA,HUAURA,SANTA MARIA,HUMILDAD Y PACIENCIA,392579,1508100021,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,164,0,820,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-11.088770000000011,-77.56205999999997
LIMA,HUAURA,SANTA MARIA,EL MIRADOR,392588,150810,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,70,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.133829999999989,-77.41245199999997
LIMA,HUAURA,SANTA MARIA,SOL NACIENTE,392589,150810,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,0,40,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.133829999999989,-77.41245199999997
LIMA,HUAURA,SAYAN,TRES MONTONES,392613,1508110026,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,28,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.058575000000019,-77.13555300000002
LIMA,HUAURA,SAYAN,LA HOYADA,392634,1508110048,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-11.143876999999975,-77.20581800000002
LIMA,HUAURA,SAYAN,LA UNION ALTA,392696,1508110122,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,47,42,200,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.199403000000018,-77.43067500000001
LIMA,HUAURA,SAYAN,COSTA VERDE,392718,1508110155,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,60,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-11.138348000000008,-77.20266700000002
LORETO,MAYNAS,SAN JUAN BAUTISTA,25 DE ENERO,395018,1601130016,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,62,0,292,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-3.810467000000017,-73.316102
LORETO,MAYNAS,SAN JUAN BAUTISTA,PEÑA NEGRA,395024,1601130022,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,230,0,2500,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-3.8631470000000263,-73.33677599999999
LORETO,MAYNAS,SAN JUAN BAUTISTA,UNION PROGRESO,395070,1601130070,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,80,0,550,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-3.8568089999999984,-73.33871699999997
LORETO,ALTO AMAZONAS,YURIMAGUAS,COTOYACU,395187,1602010109,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.0599300000000085,-76.196437
MADRE DE DIOS,TAMBOPATA,INAMBARI,ARAZAIRE,397089,1701020034,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,12,54,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.023648999999978,-70.30604799999998
MADRE DE DIOS,MANU,HUEPETUHE,TRANQUERA (BARRANCO CHICO),397285,1702040018,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-12.921764999999994,-70.587447
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,PAMPAS DE SAN ANTONIO,397377,1801010031,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,0,50,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-17.227989999999977,-70.92502000000002
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CLEMESI,397416,1801010070,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,300,0,1250,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-17.266646999999978,-71.19262800000001
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,EL RINCON,397427,1801010096,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,0,30,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-17.155047000000025,-70.91850599999998
