nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,tipo_encuesta,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,sinserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
ICA,PISCO,SAN CLEMENTE,AGUA SANTA EL PORVENIR,378336,1105070025,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,10,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.667170999999996,-76.12190199999998
ICA,PISCO,SAN CLEMENTE,SANTA CLARA,378338,1105070027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,31,68,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.685604000000012,-76.09024899999997
JUNIN,CHANCHAMAYO,PERENE,PUCUSANI (UNION PUCUSANI),379313,1203020172,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,140,140,560,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-10.953751000000011,-74.96765199999999
JUNIN,TARMA,SAN PEDRO DE CAJAS,CONTADERA,382128,1207080027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-11.16839299999998,-75.84212200000002
LA LIBERTAD,PACASMAYO,GUADALUPE,LOS MANGOS,384866,1307020011,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,0,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.280061999999987,-79.44869499999999
LA LIBERTAD,PACASMAYO,GUADALUPE,CERRO AZUL,384869,1307020014,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,0,600,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.260130000000004,-79.49108899999999
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA FLORIDA,384918,1307030029,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,130,130,507,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.342894000000001,-79.51038399999999
LA LIBERTAD,PACASMAYO,SAN JOSE,JAGUEY (EL JAGUEY),384941,1307050012,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.344798000000026,-79.49280499999998
LA LIBERTAD,PACASMAYO,SAN JOSE,LA FLORIDA II,384958,1307050030,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,180,120,480,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-7.347759999999994,-79.51129700000001
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,LA ARENA,385772,1309010047,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,140,140,560,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-7.887342999999987,-78.11997100000002
LA LIBERTAD,VIRU,VIRU,PUERTO MORIN,387106,1312010027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,250,0,700,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-8.403565000000015,-78.895688
LA LIBERTAD,VIRU,VIRU,SAN JOSE,387115,1312010037,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1200,0,1900,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-8.448978000000011,-78.73609399999998
LA LIBERTAD,VIRU,CHAO,PAMPA EL JAIME,387195,1312020048,Hijo,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,11,35,10,20,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-8.607707000000005,-78.72001499999999
LA LIBERTAD,VIRU,GUADALUPITO,NUEVA ESPERANZA,387206,1312030006,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,1,4,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-8.938310000000001,-78.63029
LA LIBERTAD,VIRU,GUADALUPITO,BELLO HORIZONTE,387217,1312030019,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,20,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-8.91581500000001,-78.637763
LAMBAYEQUE,CHICLAYO,CHICLAYO,SAMAN,387229,1401010007,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,160,0,800,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.815060000000017,-79.82282099999998
LAMBAYEQUE,CHICLAYO,CHICLAYO,LAS VEGAS,387231,140101,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,380,0,1900,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.780036999999993,-79.85880100000003
LAMBAYEQUE,CHICLAYO,CHICLAYO,MIRAFLORES,387232,140101,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,500,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.780036999999993,-79.85880100000003
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PUENTE MAL PASO,387305,140102,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,0,25,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-6.626862000000017,-79.464563
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,SAGRADO CORAZON DE JESUS,387324,140105,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,0,1000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.740143999999987,-79.84312799999998
LAMBAYEQUE,CHICLAYO,LA VICTORIA,LOS FLORES,387326,1401060003,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.815291000000002,-79.88045899999997
LAMBAYEQUE,CHICLAYO,LAGUNAS,LA LIBERTAD (MANCO CAPAC I),387364,1401070003,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,15,52,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.957094999999981,-79.62174199999998
LAMBAYEQUE,CHICLAYO,LAGUNAS,EL HUABO,387369,1401070009,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,0,23,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.002700000000004,-79.63567999999998
LAMBAYEQUE,CHICLAYO,LAGUNAS,PUEBLO LIBRE,387370,1401070010,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,120,850,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.9941049999999905,-79.66462200000001
LAMBAYEQUE,CHICLAYO,LAGUNAS,SAN LUIS,387374,1401070017,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,12,60,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-7.063697999999988,-79.70109500000001
LAMBAYEQUE,CHICLAYO,LAGUNAS,MONTE CRUZ,387376,1401070019,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,28,28,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.052863000000002,-79.71093200000001
LAMBAYEQUE,CHICLAYO,LAGUNAS,NUEVA ESPERANZA,387378,1401070021,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,0,800,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.039989999999989,-79.60638
LAMBAYEQUE,CHICLAYO,LAGUNAS,CARRIZAL,387380,1401070024,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,0,12,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.080359999999985,-79.68435
LAMBAYEQUE,CHICLAYO,LAGUNAS,PEROLES I,387383,1401070027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,16,61,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-7.046586999999988,-79.67786999999998
LAMBAYEQUE,CHICLAYO,LAGUNAS,PEROLES IV,387385,1401070029,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,48,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.048697000000004,-79.69749999999999
LAMBAYEQUE,CHICLAYO,LAGUNAS,HUACA LA TEODORA,387388,1401070032,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,8,19,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-7.01233000000002,-79.617073
LAMBAYEQUE,CHICLAYO,LAGUNAS,CERRO LA GUITARRA,387393,1401070038,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,70,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-6.9776880000000006,-79.661993
LAMBAYEQUE,CHICLAYO,LAGUNAS,PUEBLO LIBRE I,387396,140107,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,0,600,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-7.014425000000017,-79.67130100000003
LAMBAYEQUE,CHICLAYO,OYOTUN,CAMPO NUEVO,387474,1401100027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,27,55,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.8285020000000145,-79.347395
LAMBAYEQUE,CHICLAYO,PIMENTEL,EL TRIUNFO (ROSARIO),387505,1401120004,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,0,125,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.777747999999974,-79.90516300000002
LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN MIGUEL,387507,1401120007,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,150,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.788501999999994,-79.898778
LAMBAYEQUE,CHICLAYO,PIMENTEL,PAMPAS DALLORSO,387514,1401120020,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,250,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.800602000000026,-79.91249099999999
LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN LUIS,387517,1401120037,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,0,115,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.782175999999993,-79.897467
LAMBAYEQUE,CHICLAYO,PIMENTEL,DALLORSO SUR,387519,1401120040,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,150,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.812571999999989,-79.88831699999997
LAMBAYEQUE,CHICLAYO,PIMENTEL,JUAN VELASCO ALVARADO,387520,1401120043,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,0,1000,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.7666189999999915,-79.89842499999997
LAMBAYEQUE,CHICLAYO,PIMENTEL,SANTO DOMINGO,387521,140112,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,0,25,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.801961000000006,-79.90589299999999
LAMBAYEQUE,CHICLAYO,PIMENTEL,SANTA ROSA,387522,140112,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,82,0,350,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.801961000000006,-79.90589299999999
LAMBAYEQUE,CHICLAYO,PIMENTEL,SANTA MARIA,387523,140112,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,0,75,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.801961000000006,-79.90589299999999
LAMBAYEQUE,CHICLAYO,PIMENTEL,LA JOYITA 2,387524,140112,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.801961000000006,-79.90589299999999
LAMBAYEQUE,CHICLAYO,PIMENTEL,LA RIVERA PIMENTEL,387525,140112,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,350,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.801961000000006,-79.90589299999999
LAMBAYEQUE,CHICLAYO,CAYALTI,BARRIO ALTOS,387610,1401160023,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,24,105,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.884011999999984,-79.577988
LAMBAYEQUE,CHICLAYO,PUCALA,SAN BALTAZAR,387680,1401190016,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,0,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.790840000000003,-79.615208
LAMBAYEQUE,CHICLAYO,PUCALA,NUEVA INMACULADA,387685,1401190023,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,0,350,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.785660000000007,-79.600907
LAMBAYEQUE,CHICLAYO,TUMAN,LA HUMEDAD,387701,1401200010,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,0,5,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-6.7646310000000085,-79.68817000000001
LAMBAYEQUE,FERREÑAFE,PITIPO,JABONERO,388052,1402050044,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,18,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.572662999999977,-79.78106300000002
LAMBAYEQUE,FERREÑAFE,PITIPO,BOTIJA,388054,1402050046,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,19,40,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.565721999999994,-79.76593200000002
LAMBAYEQUE,FERREÑAFE,PITIPO,SENCIE,388056,1402050048,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,32,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.584184999999991,-79.75165199999998
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,FALA I,388100,140206,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,110,110,420,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.629898000000026,-79.824431
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CAPILLA SANTA ROSA,388109,1403010011,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.632040000000018,-79.90593000000001
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE HUAMANTANGA SECTOR 1 (HUAMANTANGA),388117,1403010021,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,110,0,550,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.661834999999996,-79.88619399999999
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LATINA,388215,1403030022,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,33,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.480152999999973,-79.85506700000002
LAMBAYEQUE,LAMBAYEQUE,MORROPE,ANGOLO 1,388346,1403060035,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,69,69,287,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.5096679999999765,-80.042012
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LA ZORRA,388359,1403060048,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,55,55,275,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.575429999999983,-79.97907800000002
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CARTAGENA,388362,1403060051,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,50,250,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.593289000000027,-80.02226000000002
LAMBAYEQUE,LAMBAYEQUE,MORROPE,YENCALA LEON 1,388367,1403060057,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,250,250,780,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.640889000000016,-79.98943200000002
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LOS SANCHEZ,388368,1403060059,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,41,41,205,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-6.554975000000013,-79.97562900000003
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CHEPITO OLIVOS,388388,1403060080,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,190,188,450,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.515181999999982,-79.93519600000002
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,HUAYABO,388796,1403110002,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,3,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,No,Si,-6.74842000000001,-79.93484999999998
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,LAGUNA VERDE,388799,1403110005,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,200,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.7373099999999795,-79.93544000000003
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,DALL  ORSO,388806,1403110013,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,250,250,600,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,Si,-6.803670000000011,-79.94357000000002
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,PRADERA,388807,1403110014,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,50,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.771220000000028,-79.94362000000001
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,FUNDO SAN MANUEL,388812,140311,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,200,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-6.766059999999982,-79.936915
LIMA,BARRANCA,PARAMONGA,PAMPA LITERA,388934,1502020032,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,400,0,19,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-10.635127000000011,-77.85676899999999
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,NUEVO AYACUCHO,389908,1505010051,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,4000,0,2800,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.293712000000028,-76.248673
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CINCO CRUCES,389919,1505010063,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,0,60,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.292790000000025,-76.25668999999999
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,APOSTOL SANTIAGO,389924,1505010068,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,390,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.288070000000005,-76.25562000000002
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,EL TREBOL DEL PACIFICO,389927,1505010071,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Pequeña ciudad,500,0,2700,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.227223999999978,-76.31481500000001
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,BRISAS DE CONCON,389928,1505010072,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1000,0,550,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.223967000000016,-76.31245200000001
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,COLONIZADORA DE LA COSTA,389935,150501,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,36,0,70,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.171940000000006,-76.257565
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,APCEPONC,389936,150501,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7500,0,800,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.171940000000006,-76.257565
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LINDO TOPARA,389938,150501,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,500,0,25,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.171940000000006,-76.257565
LIMA,CAÑETE,ASIA,ISLA ALTA,389951,1505020012,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.776872000000026,-76.52285
LIMA,CAÑETE,ASIA,ISLA BAJA (LA ISLA),389952,1505020013,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,80,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.781263000000024,-76.53357399999999
LIMA,CAÑETE,ASIA,ASIA DEL MAR,389993,1505020057,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,172,172,1800,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.833340000000021,-76.53510999999997
LIMA,CAÑETE,CERRO AZUL,LAS LOMAS DEL MAR-PUERTO FIEL,390047,1505040004,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,250,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Sin información,Sin información,-12.947726999999986,-76.50418100000002
LIMA,CAÑETE,CERRO AZUL,LOMAS DE TOYO SECO,390050,1505040007,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.952429999999993,-76.50949000000003
LIMA,CAÑETE,CERRO AZUL,PUERTO GALLARDO,390051,1505040008,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,0,300,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.959214999999972,-76.500317
LIMA,CAÑETE,CERRO AZUL,LA JONDA,390052,1505040009,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,0,120,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.972077000000013,-76.50421799999998
LIMA,CAÑETE,CERRO AZUL,LOS LOBOS,390053,1505040011,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,300,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Sin información,Sin información,-12.979556000000002,-76.504729
LIMA,CAÑETE,CERRO AZUL,PUNTA CORRIENTE,390066,1505040027,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,87,0,150,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.954165999999987,-76.51376099999999
LIMA,CAÑETE,CERRO AZUL,PLAYA CHECONDE,390070,1505040031,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,195,0,300,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.925605000000019,-76.503357
LIMA,CAÑETE,CERRO AZUL,LOS PAJARITOS,390071,1505040033,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,0,25,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.920478000000003,-76.50152000000003
LIMA,CAÑETE,CERRO AZUL,HUACA GRANDE,390074,1505040038,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,0,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.035068000000024,-76.47374300000001
LIMA,CAÑETE,CERRO AZUL,LOS REYES,390077,1505040041,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,310,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.006882000000019,-76.48720300000002
LIMA,CAÑETE,CERRO AZUL,RIO AZUL,390078,1505040042,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,0,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.977595000000008,-76.49219699999998
LIMA,CAÑETE,CERRO AZUL,PUERTO FIEL ZONA 02,390080,1505040044,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,0,80,0,0,Sin servicio,"Camión, cisterna o similar",No,Si,,,-12.951480000000004,-76.50837999999999
LIMA,CAÑETE,CERRO AZUL,LAS VIÑAS,390083,1505040047,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,0,8,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-13.019821999999976,-76.46768700000001
LIMA,CAÑETE,CERRO AZUL,PLAYA VELA,390084,1505040048,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,0,10,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.937588000000005,-76.50513000000001
LIMA,CAÑETE,CERRO AZUL,LOMO LARGO,390085,150504,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,0,280,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Sin información,Sin información,-12.974553000000014,-76.471833
LIMA,CAÑETE,CERRO AZUL,PLAYA BARRANCADERO,390087,150504,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.974553000000014,-76.471833
LIMA,CAÑETE,CERRO AZUL,PLAYA SUR,390088,150504,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,0,4,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.974553000000014,-76.471833
LIMA,CAÑETE,CHILCA,PACAYAL,390090,1505050002,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,4,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.4067,-76.55152199999998
LIMA,CAÑETE,CHILCA,CAPTO,390091,1505050003,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,22,100,0,0,Sin servicio,"Camión, cisterna o similar",No,No,Si,No,-12.422176999999976,-76.58364499999999
