nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,compl_encuesta,tipo_encuesta,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,sinserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,coordx_padre,lat,lng
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,PENCAPAMPA,315254,0101010027,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,29,250,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.259819999999991,-77.898323
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,HIDALGO,315256,0101010030,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.259558000000027,-77.93892
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OPELEL YUNGUILLA,315263,0101010037,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,22,35,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.242100999999991,-77.80967600000002
AMAZONAS,CHACHAPOYAS,CHETO,MITO CHICO,315317,0101040025,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.274567999999988,-77.697472
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIZO,315325,0101050008,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,5,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.087702999999976,-77.803248
AMAZONAS,CHACHAPOYAS,CHILIQUIN,LA AGUAÑA,315330,0101050013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.106966999999997,-77.79505499999999
AMAZONAS,CHACHAPOYAS,CHILIQUIN,MORILLO,315352,0101050036,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.079778999999974,-77.80697900000001
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ISHPINGO,315354,0101050039,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.094789999999989,-77.78620000000001
AMAZONAS,CHACHAPOYAS,HUANCAS,YUNGA,315411,0101080002,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,7,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.147213000000022,-77.90377799999999
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,CASHAPATA,315592,0101100008,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,No registra población,4,0,0,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.6717499999999745,-77.79043300000001
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,GRAMALOTE,315593,0101100010,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,0,10,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.681317999999976,-77.784562
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MUYUCSHA,315596,0101100013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,6,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.72195499999998,-77.81032699999997
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,LLUSHPE,315621,0101100040,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,4,8,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.737144999999998,-77.79203999999999
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,LA JOYA,315633,0101100052,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,14,28,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.838461999999993,-77.79458799999998
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,TAJOPAMPA,315634,0101100053,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.82340499999998,-77.80893200000003
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SAN JUAN,315647,0101100066,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,0,8,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.714403000000004,-77.78891700000003
AMAZONAS,CHACHAPOYAS,LEVANTO,PAULAPAMPA,315673,0101110024,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.291353000000015,-77.84294699999998
AMAZONAS,CHACHAPOYAS,MAGDALENA,CHILLCA,315690,0101120011,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.379320000000007,-77.89691699999997
AMAZONAS,CHACHAPOYAS,MAGDALENA,SHAHUANTE,315695,0101120016,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.385483000000022,-77.82768499999997
AMAZONAS,CHACHAPOYAS,MAGDALENA,SAHUAL,315697,0101120018,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.390862000000027,-77.827452
AMAZONAS,CHACHAPOYAS,MAGDALENA,GUPTEC,315701,0101120022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.395083,-77.84133500000002
AMAZONAS,CHACHAPOYAS,MAGDALENA,MACRO,315713,0101120034,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,5,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.366621000000009,-77.91040900000002
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,PALOMAR,315805,0101140011,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,5,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.29674,-77.549959
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,WILLCABAMBA,315819,0101140028,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,5,15,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-6.233577000000025,-77.601137
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,ISCUNGA,315821,0101140030,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-6.244606999999974,-77.613065
AMAZONAS,CHACHAPOYAS,QUINJALCA,WISHQUIN,315874,0101170022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.086957999999981,-77.67201499999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,CISOPUCRO,315880,0101170028,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,11,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.163211999999987,-77.74760099999997
AMAZONAS,CHACHAPOYAS,QUINJALCA,SILCHE,315889,0101170038,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.087797000000023,-77.669126
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOLINO,315894,0101180005,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.227224999999976,-77.76065
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,CHINCHANGO,315902,0101180014,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.232502000000011,-77.74170800000002
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,TOLPIN,315939,0101190032,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,0,84,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.374818000000005,-77.869415
AMAZONAS,CHACHAPOYAS,SOLOCO,MANZANA,316009,0101200003,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.247184000000004,-77.75158499999998
AMAZONAS,CHACHAPOYAS,SOLOCO,SUICHE,316011,0101200005,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.258355999999992,-77.73732999999999
AMAZONAS,BAGUA,ARAMANGO,LAS GUAYUSAS,316095,0102020051,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,4,19,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.460811999999976,-78.44542200000001
AMAZONAS,BAGUA,ARAMANGO,LANCHE PATA,316100,0102020057,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,5,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.467314999999985,-78.39461
AMAZONAS,BAGUA,ARAMANGO,SUNSUNSA,316106,0102020063,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,3,4,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.453667999999993,-78.42844300000002
AMAZONAS,BAGUA,ARAMANGO,NUEVO PROGRESO,316111,0102020068,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,17,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.479980000000012,-78.49633299999999
AMAZONAS,BAGUA,ARAMANGO,SHAWE,316125,0102020083,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,22,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.276693000000023,-78.426803
AMAZONAS,BAGUA,ARAMANGO,SANTA MARIA,316132,0102020091,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.439102999999989,-78.39633700000002
AMAZONAS,BAGUA,COPALLIN,PALMA CEDRAL,316143,0102030004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,11,22,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.6300469999999905,-78.38269200000002
AMAZONAS,BAGUA,IMAZA,CHICAIS,316190,0102050004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,102,101,404,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.700137999999981,-78.18971299999998
AMAZONAS,BAGUA,IMAZA,NUEVA VIDA,316191,0102050005,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,32,31,103,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.648177999999973,-78.15389699999997
AMAZONAS,BAGUA,IMAZA,NUEVA JERUSALEN,316201,0102050015,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,12,40,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.812681999999995,-78.30346700000001
AMAZONAS,BAGUA,IMAZA,TUPAC AMARU I,316210,0102050024,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,74,72,380,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.894893000000025,-78.20377500000001
AMAZONAS,BAGUA,IMAZA,TUNIM,316219,0102050034,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,19,130,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.8937179999999785,-78.51576699999998
AMAZONAS,BAGUA,IMAZA,WAMPINTSA,316256,0102050073,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,28,142,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.940657999999985,-78.65754299999998
AMAZONAS,BAGUA,IMAZA,BETHEL JAYAIS,316266,0102050084,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,82,82,303,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.232936999999993,-78.33179000000001
AMAZONAS,BAGUA,IMAZA,WEE,316284,0102050104,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,29,29,103,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.911836999999991,-78.35733800000003
AMAZONAS,BAGUA,IMAZA,KUSU CHAPI,316286,0102050106,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,133,132,405,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.072934999999973,-78.35457500000001
AMAZONAS,BAGUA,IMAZA,UYUENTSA,316296,0102050117,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,22,85,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.232734999999991,-78.256393
AMAZONAS,BAGUA,IMAZA,ALTO DAPINZA,316299,0102050120,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,15,75,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.132367999999985,-78.334202
AMAZONAS,BAGUA,IMAZA,UBUKAI,316313,0102050144,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,12,38,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.779962000000012,-78.29879299999999
AMAZONAS,BAGUA,IMAZA,AUTUKAI,316317,0102050150,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,36,36,165,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.869117000000017,-78.19974200000001
AMAZONAS,BAGUA,IMAZA,PARCELA NUEVO BAKISH,316338,0102050175,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,29,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.077245000000005,-78.318442
AMAZONAS,BAGUA,IMAZA,YAMAKAI WAWIK,316339,0102050176,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,29,115,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.814323999999999,-78.19634300000001
AMAZONAS,BAGUA,IMAZA,ALTO PAGKI (SHIMUTAS),316359,010205,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,190,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.99133999999998,-78.389587
AMAZONAS,BAGUA,IMAZA,SUWA - BICHANAK,316360,010205,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,17,57,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.99133999999998,-78.389587
AMAZONAS,BAGUA,IMAZA,NUEVA ALIANZA,316361,010205,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,28,27,181,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-4.99133999999998,-78.389587
AMAZONAS,BAGUA,LA PECA,ALMENDRAL,316392,0102060041,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,22,63,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.625954999999976,-78.43944199999999
AMAZONAS,BONGARA,CHISQUILLA,GALURCO,316448,0103020022,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.90514300000001,-77.77671299999997
AMAZONAS,BONGARA,CHURUJA,SAN MIGUEL DE ZUTAMAL,316471,0103030008,NO,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,0,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.029933000000028,-77.94510700000001
AMAZONAS,BONGARA,COROSHA,MIRAFLORES,316476,0103040005,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.822518000000002,-77.82757700000002
AMAZONAS,BONGARA,COROSHA,CHIRITA,316484,0103040016,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.815732000000025,-77.83739200000002
AMAZONAS,BONGARA,COROSHA,ROMERO,316487,0103040021,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,18,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.804880000000026,-77.84361000000001
AMAZONAS,BONGARA,CUISPES,BULUCNA,316511,0103050010,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.912609999999972,-77.93921999999998
AMAZONAS,BONGARA,CUISPES,CHACMA,316516,0103050016,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.946826999999985,-77.941395
AMAZONAS,BONGARA,CUISPES,SAN FRANCISCO,316518,0103050018,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.947017000000017,-77.950762
AMAZONAS,BONGARA,CUISPES,HUALULO,316519,0103050019,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,4,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.887904999999989,-77.890332
AMAZONAS,BONGARA,FLORIDA,KILA,316535,0103060011,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,2,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.806555000000003,-77.93752999999998
AMAZONAS,BONGARA,FLORIDA,LEVANTO,316538,0103060014,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,7,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.837567999999976,-77.92607299999997
AMAZONAS,BONGARA,FLORIDA,SAN FELIPE,316541,0103060017,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,2,7,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.8431830000000105,-77.95117699999997
AMAZONAS,BONGARA,FLORIDA,CHIRON,316544,0103060020,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,4,9,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.839867000000027,-77.983835
AMAZONAS,BONGARA,FLORIDA,RILLJO,316549,0103060031,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.835271999999975,-77.978253
AMAZONAS,BONGARA,FLORIDA,GONGONA,316551,0103060033,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,3,4,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.827674999999999,-77.99107800000002
AMAZONAS,BONGARA,FLORIDA,CORAZON YACU,316552,0103060034,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.842782,-77.930747
AMAZONAS,BONGARA,FLORIDA,TACALA,316553,0103060035,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,10,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.845002000000022,-77.96097800000001
AMAZONAS,BONGARA,FLORIDA,SAN ANTOÑO,316555,0103060037,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,8,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.804575,-77.96307999999999
AMAZONAS,BONGARA,FLORIDA,PUEBLO LIBRE,316563,0103060045,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,12,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.815369999999973,-77.98255
AMAZONAS,BONGARA,FLORIDA,GOGMA,316566,0103060048,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,7,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.851657999999986,-77.95173199999999
AMAZONAS,BONGARA,FLORIDA,NUEVO PERLAMAYO,316568,0103060050,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,54,150,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.791891000000021,-77.90992499999999
AMAZONAS,BONGARA,FLORIDA,PAMPA HERMOSA,316569,0103060051,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,4,14,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.823820000000012,-77.88369999999998
AMAZONAS,BONGARA,JAZAN,LA UNION,316589,0103070034,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,17,15,35,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.970706000000007,-78.001486
AMAZONAS,BONGARA,SHIPASBAMBA,PALCA,316627,0103100004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,20,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.873089999999991,-78.04642000000001
AMAZONAS,BONGARA,SHIPASBAMBA,PACHE,316628,0103100006,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.873339999999985,-78.05939999999998
AMAZONAS,BONGARA,SHIPASBAMBA,ALVA,316630,0103100009,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,16,45,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,Si,NA,-5.899926999999991,-78.04086000000001
AMAZONAS,BONGARA,VALERA,HIERBA BUENA,316641,0103110003,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,3,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.032379999999989,-77.91332
AMAZONAS,BONGARA,VALERA,SANTA CRUZ,316646,0103110008,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,5,8,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.086529999999982,-77.882182
AMAZONAS,BONGARA,VALERA,CHAMANA,316651,0103110013,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,1,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.0976,-77.887742
AMAZONAS,BONGARA,VALERA,LA FILA,316654,0103110016,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,2,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-6.060260000000028,-77.91592200000002
AMAZONAS,BONGARA,VALERA,MENDOZA,316655,0103110017,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,8,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-6.063401999999996,-77.907148
AMAZONAS,BONGARA,YAMBRASBAMBA,ALTO NIEVA,316661,0103120004,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,11,50,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.669317999999976,-77.765087
AMAZONAS,BONGARA,YAMBRASBAMBA,SAN RAMON,316679,0103120025,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,10,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.693859999999972,-78.00209000000001
AMAZONAS,BONGARA,YAMBRASBAMBA,CALIFORNIA,316681,0103120028,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,4,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,No,Si,NA,-5.6955879999999866,-77.99658699999998
AMAZONAS,BONGARA,YAMBRASBAMBA,PUENTE VILCANIZA,316689,0103120037,SI,Independiente,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,33,29,100,0,0,Sin servicio,"Manantial, pozo, agua de lluvia",No,No,Si,No,NA,-5.778849999999977,-77.89430700000003
