nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,conserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
LIMA,HUAURA,HUAURA,CENTINELA SUR,392342,1508060018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,200,800,200,200,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-11.068779000000006,-77.619192
LIMA,HUAURA,HUAURA,SANTA ROSA,392343,1508060019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,700,650,1500,700,1500,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.064172999999982,-77.61925200000002
LIMA,HUAURA,SAYAN,CHAMBARA BAJA,392594,1508110005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,100,25,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.112852999999973,-77.33232700000002
LIMA,HUAURA,SAYAN,CHAMBARA ALTA,392596,1508110007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,95,25,95,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.109109999999987,-77.330467
LIMA,HUAURA,SAYAN,SANTA ELVIRA,392597,1508110008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,15,60,15,60,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.107568000000015,-77.3127
LIMA,HUAURA,SAYAN,LAS PALMERAS,392606,1508110019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,60,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.137562000000003,-77.20192300000002
LIMA,HUAURA,SAYAN,DIECISIETE DE ENERO,392638,1508110052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,280,190,1170,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.155119000000013,-77.24096800000001
LIMA,HUAURA,SAYAN,EL AHORCADO (SANTA ROSA),392660,1508110079,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,82,82,109,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.270005000000026,-77.32561500000003
LIMA,HUAURA,SAYAN,LA VICTORIA,392668,1508110089,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,80,25,80,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.255681999999979,-77.358205
LIMA,HUAURA,SAYAN,VILLA VICTORIA,392684,1508110106,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,80,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.205972999999972,-77.38818199999997
LIMA,HUAURA,SAYAN,LOS ANGELES,392731,1508110170,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,125,25,125,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.237472000000025,-77.31723799999997
LIMA,HUAURA,SAYAN,TIWINZA,392737,1508110177,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,220,220,400,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.267721999999992,-77.33681200000001
LIMA,HUAURA,SAYAN,SANTA CONSTANSA,392763,1508110205,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,160,160,220,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.260302000000024,-77.35380500000002
LIMA,HUAURA,SAYAN,BELEN,392765,1508110207,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,100,200,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-11.25904300000002,-77.351743
LIMA,HUAURA,VEGUETA,OTOÑO,392808,1508120053,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,62,45,180,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-11.015915000000007,-77.59592500000002
LIMA,YAUYOS,YAUYOS,AYRAMPITO,393228,1510010017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,7,28,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-12.586977999999988,-75.94602300000003
LIMA,YAUYOS,CATAHUASI,TAMBO,393545,1510080015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,17,17,51,17,41,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.804413000000011,-75.89353999999997
LIMA,YAUYOS,HUANGASCAR,CHOCALLA,393753,1510150027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,4,25,16,20,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-12.933982000000015,-75.84148699999997
LIMA,YAUYOS,QUINOCAY,VENDIZAYA,394167,1510250021,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,1,2,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-12.389437999999984,-76.23353200000003
LIMA,YAUYOS,VIÑAC,YURACSAYHUA,394342,1510320038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,20,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.930297999999993,-75.75967800000001
LORETO,MAYNAS,NAPO,SANTA MARIA DE LORETO,394816,1601070056,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,102,24,102,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-2.8141469999999913,-73.540055
LORETO,MAYNAS,NAPO,SANTA TERESA,394817,1601070057,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,47,47,199,47,199,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-2.822607000000005,-73.54011200000002
LORETO,MAYNAS,BELEN,SAN JOSE,394962,1601120030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,225,225,1900,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-3.7694399999999746,-73.243158
LORETO,MAYNAS,BELEN,SAN FRANCISCO,394963,1601120031,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,128,128,694,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-3.7660280000000057,-73.24909200000002
LORETO,UCAYALI,PADRE MARQUEZ,PAOYHAN,396346,1606030003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,200,1096,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-7.851427000000001,-75.01176099999998
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,MICAELA BASTIDAS,397139,1701030044,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,4,20,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.571709999999996,-69.07297499999999
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,BAJO MADRE DE DIOS,397141,1701030046,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,160,608,122,463,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.599042999999995,-69.13409200000001
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ASOVITA,397153,1701030064,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,160,608,122,464,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.585484000000008,-69.17205899999999
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,RAMON GONZALES,397154,1701030065,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,181,145,551,111,422,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.595770000000016,-69.13799
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ALEJANDRO TOLEDO,397155,1701030066,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,378,302,1148,231,878,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.58062000000001,-69.15929
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,UPIS ELENA RIVERO,397157,1701030068,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,130,104,395,79,300,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.584690000000023,-69.15154000000001
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ISLA PERU,397158,1701030069,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,15,90,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-12.574585000000013,-69.17854
MADRE DE DIOS,MANU,FITZCARRALD,ISLA DE LOS VALLES,397231,1702020004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,22,77,22,50,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-12.25473599999998,-70.90594599999997
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,ALERTA,397347,1703030015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,9,84,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-11.697938000000022,-69.20115800000002
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,SANTO DOMINGO,397388,1801010042,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,70,350,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.287770000000023,-70.99157500000001
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LA MERCED,397391,1801010045,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,16,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.297748000000013,-70.99396100000001
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LA SOLEDAD,397392,1801010046,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,15,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.304957,-70.994576
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CERRO BLANCO,397421,1801010086,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,15,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.227895999999987,-70.92221
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LAS LECHUZAS,397434,1801010104,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,19,6,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.219218000000012,-70.922843
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,PERLA,397442,1801010113,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,20,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.214935000000025,-70.92360500000001
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,OASIS,397445,1801010116,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,23,46,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-17.221978999999976,-70.93612100000001
MOQUEGUA,MARISCAL NIETO,CARUMAS,COSTA RICA,397599,1801020226,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,15,35,5,8,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.824355000000025,-70.688603
MOQUEGUA,MARISCAL NIETO,SAMEGUA,EL COMUN,397770,1801040004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,0,100,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.148674000000028,-70.85788400000001
MOQUEGUA,MARISCAL NIETO,SAMEGUA,BUENA VISTA,397771,1801040005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,22,85,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.153220999999974,-70.86065200000002
MOQUEGUA,MARISCAL NIETO,SAMEGUA,PULPITO,397773,1801040007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,71,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.156326999999976,-70.86496699999998
MOQUEGUA,MARISCAL NIETO,SAMEGUA,TUCUMAN,397778,1801040013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,30,3,6,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.17251399999998,-70.894297
MOQUEGUA,MARISCAL NIETO,SAMEGUA,BELEN DE SAMEGUA,397781,1801040017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,0,2,1,2,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.180761000000018,-70.91083600000002
MOQUEGUA,MARISCAL NIETO,SAMEGUA,LOS ALTILLOS,397785,1801040021,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,16,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.140918999999997,-70.84787499999999
MOQUEGUA,MARISCAL NIETO,SAMEGUA,LOS CANUTOS,397791,1801040028,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,16,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.136372999999992,-70.849717
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,CALACOA,397795,1801050001,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,560,280,760,370,390,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.73918500000002,-70.68322999999998
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,PUTUNCO,397827,1801050033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,15,41,20,41,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.664379999999994,-70.73529300000001
MOQUEGUA,MARISCAL NIETO,TORATA,QUEBRADA CUAJONE,397872,1801060025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,4,5,5,5,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.016377999999975,-70.82430199999999
MOQUEGUA,MARISCAL NIETO,TORATA,CURIPAMPA,397876,1801060029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,5,1,5,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.01137799999998,-70.81904700000001
MOQUEGUA,MARISCAL NIETO,TORATA,CHUJULAY,397877,1801060030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,11,4,11,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.01498700000002,-70.77479199999999
MOQUEGUA,MARISCAL NIETO,TORATA,EL CHORRO,397879,1801060032,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,13,28,12,25,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.017937000000018,-70.83766500000002
MOQUEGUA,MARISCAL NIETO,TORATA,LA MESANA I,397880,1801060033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,21,7,21,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.022107000000005,-70.842308
MOQUEGUA,MARISCAL NIETO,TORATA,QUELE GRANDE,397883,1801060036,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,11,38,12,38,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.03892000000002,-70.84085499999998
MOQUEGUA,MARISCAL NIETO,TORATA,LLOQUEPACASA,397884,1801060037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.03289699999999,-70.82691
MOQUEGUA,MARISCAL NIETO,TORATA,VILLA BOTIFLACA,397888,1801060042,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1071,0,1100,1071,1100,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.066620999999998,-70.78060199999999
MOQUEGUA,MARISCAL NIETO,TORATA,HOSPITAL CUAJONE,397889,1801060043,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,0,100,6,100,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.07463200000001,-70.80724800000002
MOQUEGUA,MARISCAL NIETO,TORATA,CHUCHUSQUEA ALTA,397890,1801060044,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,32,13,26,16,16,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.062745000000007,-70.804487
MOQUEGUA,MARISCAL NIETO,TORATA,QUELE,397891,1801060045,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,41,41,108,39,101,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.04215499999998,-70.853835
MOQUEGUA,MARISCAL NIETO,TORATA,QUELE CHICO,397893,1801060047,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,20,7,20,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.039102000000014,-70.858182
MOQUEGUA,MARISCAL NIETO,TORATA,LAS PATILLAS,397894,1801060048,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,10,2,10,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.054307999999992,-70.82884200000001
MOQUEGUA,MARISCAL NIETO,TORATA,LAS CANTERIAS,397895,1801060049,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,24,8,24,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.065305000000023,-70.83559300000002
MOQUEGUA,MARISCAL NIETO,TORATA,MOLLEBAYA,397896,1801060050,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,24,8,24,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.053575000000023,-70.82443799999999
MOQUEGUA,MARISCAL NIETO,TORATA,CAMATA,397897,1801060051,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,25,6,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.058013000000017,-70.81361199999998
MOQUEGUA,MARISCAL NIETO,TORATA,CHUCHUSQUEA BAJA,397898,1801060052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,16,48,16,16,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.063221999999996,-70.81429500000002
MOQUEGUA,MARISCAL NIETO,TORATA,LABRAMANE,397900,1801060054,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,29,80,35,80,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.067161999999996,-70.825628
MOQUEGUA,MARISCAL NIETO,TORATA,EL PUQUIO,397903,1801060057,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,25,10,25,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.06864200000001,-70.85101700000001
MOQUEGUA,MARISCAL NIETO,TORATA,SAUCINE,397904,1801060058,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,35,70,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.069117000000006,-70.83843300000001
MOQUEGUA,MARISCAL NIETO,TORATA,YARANE,397906,1801060060,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,20,120,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.070637999999974,-70.84472299999999
MOQUEGUA,MARISCAL NIETO,TORATA,CHUVILAQUE,397907,1801060061,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,28,91,24,74,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.069812000000013,-70.883757
MOQUEGUA,MARISCAL NIETO,TORATA,TORATA ALTA,397909,1801060063,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,10,350,70,210,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.075480000000027,-70.82618000000002
MOQUEGUA,MARISCAL NIETO,TORATA,LA PASCANA,397911,1801060065,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,80,80,260,80,260,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.08319499999999,-70.85182300000002
MOQUEGUA,MARISCAL NIETO,TORATA,CAPANTO,397912,1801060066,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,25,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.08169700000002,-70.84707800000001
MOQUEGUA,MARISCAL NIETO,TORATA,ALEGOMA,397917,1801060071,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,120,40,120,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.08677,-70.87658699999997
MOQUEGUA,MARISCAL NIETO,TORATA,YACANGO,397918,1801060072,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,100,400,100,400,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.093655000000012,-70.86540100000002
MOQUEGUA,MARISCAL NIETO,TORATA,COPLAY,397919,1801060073,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,50,90,50,90,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.098090000000013,-70.88145700000001
MOQUEGUA,MARISCAL NIETO,TORATA,SUJABAYA,397925,1801060079,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,4,8,4,8,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.11829499999999,-70.795998
MOQUEGUA,MARISCAL NIETO,TORATA,EL PALOMAR,397927,1801060081,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,11,35,11,33,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-17.122392999999988,-70.81857300000001
MOQUEGUA,MARISCAL NIETO,TORATA,HUACANANE,397930,1801060084,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,19,5,10,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.139070000000004,-70.75467200000003
MOQUEGUA,MARISCAL NIETO,TORATA,MOLLESAJA CHICA,397954,1801060109,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,50,20,50,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.108679999999993,-70.88126
MOQUEGUA,MARISCAL NIETO,TORATA,CHIBAYA,397955,1801060110,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,20,69,23,69,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-17.127702999999997,-70.82746300000002
MOQUEGUA,MARISCAL NIETO,TORATA,LAYTOCO,397956,1801060111,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,7,5,7,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.158162000000004,-70.52529500000003
MOQUEGUA,MARISCAL NIETO,TORATA,CHUVILAQUE ALTO,397966,1801060121,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,9,25,9,22,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.051746999999978,-70.86503800000003
MOQUEGUA,MARISCAL NIETO,TORATA,YACANGO BAJO,397967,1801060123,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,70,310,70,310,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.097680000000025,-70.87163299999997
MOQUEGUA,MARISCAL NIETO,TORATA,CHUJULAY BAJO,397972,1801060128,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,15,52,11,42,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-17.026018000000022,-70.80277699999999
MOQUEGUA,MARISCAL NIETO,TORATA,HUACANANE,397979,1801060135,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,19,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.992729999999995,-70.81148000000002
MOQUEGUA,MARISCAL NIETO,TORATA,VALLECITO,397981,1801060137,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.77366599999999,-70.94440300000002
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,COACHO,397990,1802010003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,2,6,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.627711999999974,-70.967063
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,CHICHILIN BAJO,397998,1802010011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,28,30,30,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-16.667756999999995,-70.96630199999998
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,ACHICARI,398003,1802010016,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,7,18,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.67300499999999,-70.964697
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LINDAYPAMPA,398004,1802010017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,44,44,139,30,80,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.678544999999986,-70.98004800000001
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,SABINTO,398005,1802010018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,17,15,75,12,65,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.677630000000022,-70.98666500000002
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,SANTA CATALINA,398020,1802010033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,8,8,17,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.744314999999972,-71.00467500000002
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LA BANDA,398024,1802010037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,16,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.647977000000026,-70.98782999999997
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,COROISE (SAN MIGUEL DE COROISE),398033,1802020004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,150,20,50,20,50,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.381032000000005,-70.727057
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,QUISHUARANTO,398125,1802030003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,5,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-16.592517999999984,-71.03445299999998
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COLLOHUAYO,398144,1802030022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,4,6,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-16.657993999999974,-71.07217100000003
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,MOLLEPAMPA,398149,1802030027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,4,4,8,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-16.619421999999986,-71.032667
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,WIRIROS,398152,1802030030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-16.630634999999984,-71.01490999999999
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,MOLLEBAYA,398156,1802030034,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,5,15,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-16.642629999999997,-71.02818300000001
