nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,conserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,EL MOLINO,315243,0101010012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,300,300,1412,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.250534000000016,-77.89031699999998
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,SAN FRANCISCO,315264,0101010038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,20,5,20,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.283975999999996,-77.93601999999998
AMAZONAS,CHACHAPOYAS,ASUNCION,CHORRO,315267,0101020003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,2,6,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.9801180000000045,-77.73887500000001
AMAZONAS,CHACHAPOYAS,ASUNCION,BATAN,315269,0101020005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,2,6,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.9921620000000075,-77.730502
AMAZONAS,CHACHAPOYAS,ASUNCION,SHAMBAR,315274,010102,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,13,23,14,23,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.996132999999986,-77.74320399999999
AMAZONAS,CHACHAPOYAS,ASUNCION,NICARMAL,315275,010102,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,15,28,18,28,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.996132999999986,-77.74320399999999
AMAZONAS,CHACHAPOYAS,BALSAS,SACSHE,315282,0101030007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,80,18,48,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.82960700000001,-78.01399199999997
AMAZONAS,CHACHAPOYAS,CHETO,HUACAPAMPA,315314,0101040016,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,49,40,100,49,100,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.28903200000002,-77.695198
AMAZONAS,CHACHAPOYAS,CHILIQUIN,PULBILON,315328,0101050011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,18,78,21,78,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.089751999999976,-77.80415799999997
AMAZONAS,CHACHAPOYAS,CHILIQUIN,CUCHAPAMPA,315357,0101050043,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,18,7,18,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.154387999999983,-77.74874
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,NUEVO PORVENIR,315398,010106,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,30,125,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.934893999999986,-77.89507099999997
AMAZONAS,CHACHAPOYAS,GRANADA,DIOSAN,315401,0101070003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,44,44,190,44,190,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.102885000000015,-77.628172
AMAZONAS,CHACHAPOYAS,GRANADA,GUILLIPCHA,315403,0101070006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,59,25,59,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.124289999999974,-77.61592999999999
AMAZONAS,CHACHAPOYAS,GRANADA,SAVIAJCHA,315404,0101070007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,15,4,15,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.129819999999995,-77.60570999999999
AMAZONAS,CHACHAPOYAS,GRANADA,CAMELLAN,315405,0101070008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,2,3,5,2,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.128109999999992,-77.62500999999997
AMAZONAS,CHACHAPOYAS,GRANADA,SHUNDURA,315409,0101070013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.107082999999989,-77.61906199999999
AMAZONAS,CHACHAPOYAS,LA JALCA,HUACAS,315421,0101090008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,5,15,12,15,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.477993000000026,-77.84260499999999
AMAZONAS,CHACHAPOYAS,LA JALCA,NUEVO HUACAS,315422,0101090009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,37,30,92,37,92,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.473047000000008,-77.82879600000001
AMAZONAS,CHACHAPOYAS,LA JALCA,BUIQUIL,315425,0101090012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,27,61,35,61,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.476566999999989,-77.83681100000001
AMAZONAS,CHACHAPOYAS,LA JALCA,LAMILAN,315447,0101090037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,11,5,11,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.511877000000027,-77.815742
AMAZONAS,CHACHAPOYAS,LA JALCA,CAULINGAS,315452,0101090051,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,3,12,10,12,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.519731999999976,-77.82633499999997
AMAZONAS,CHACHAPOYAS,LA JALCA,USQUITA,315453,0101090052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,1,1,18,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.514218000000028,-77.82511299999999
AMAZONAS,CHACHAPOYAS,LA JALCA,QUELUCAS,315456,0101090055,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,45,40,93,40,93,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.531591999999989,-77.82683500000002
AMAZONAS,CHACHAPOYAS,LA JALCA,TUVIUJ,315491,0101090106,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,5,3,5,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.4879680000000235,-77.82420000000002
AMAZONAS,CHACHAPOYAS,LA JALCA,LA UNION,315510,0101090129,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,26,94,26,94,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.555902000000003,-77.82811299999997
AMAZONAS,CHACHAPOYAS,LA JALCA,PIUJSHIJ,315533,0101090152,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,2,8,7,8,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.473694000000023,-77.82397500000002
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,CHINCHANGO,315589,0101100005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,11,5,11,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.6960750000000075,-77.79838799999999
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,PARAJILLO,315598,0101100015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,13,42,13,42,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.711907999999994,-77.81681800000001
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SHALCAPATA,315602,0101100019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,42,11,42,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.712693000000002,-77.81356199999999
AMAZONAS,CHACHAPOYAS,LEVANTO,CUENGUIMIA,315659,0101110007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,4,12,9,12,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.30295799999999,-77.89968199999998
AMAZONAS,CHACHAPOYAS,LEVANTO,HUILLCA LOMO,315660,0101110008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,9,5,9,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.305780000000027,-77.8956
AMAZONAS,CHACHAPOYAS,LEVANTO,COLLACRUZ,315662,0101110010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,68,61,205,61,205,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.30995200000001,-77.90685000000002
AMAZONAS,CHACHAPOYAS,LEVANTO,HERMITA,315667,0101110017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,5,13,9,25,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.305810000000008,-77.89830999999998
AMAZONAS,CHACHAPOYAS,MAGDALENA,PARSUL,315686,0101120005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,18,41,18,41,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.381939999999986,-77.904563
AMAZONAS,CHACHAPOYAS,MAGDALENA,HUILLIN,315688,0101120007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,3,7,11,7,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.388728000000015,-77.89899300000002
AMAZONAS,CHACHAPOYAS,MAGDALENA,CANGASH,315691,0101120012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,9,11,9,11,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.3960969999999975,-77.893482
AMAZONAS,CHACHAPOYAS,MAGDALENA,AJINGOPAMPA,315709,0101120030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,5,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.422887000000003,-77.87373200000002
AMAZONAS,CHACHAPOYAS,MAGDALENA,DESENGAÑO,315710,0101120031,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,4,10,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.427227000000016,-77.87646799999999
AMAZONAS,CHACHAPOYAS,MAGDALENA,SHUNGUN,315712,0101120033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,20,6,20,6,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.364118000000019,-77.90224
AMAZONAS,CHACHAPOYAS,MAGDALENA,PATILLA,315714,0101120035,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,11,3,11,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.3673220000000015,-77.901097
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,POTMOJA (CUSHPA POTMA),315718,0101130003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,19,52,19,52,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.575562999999988,-77.81273299999998
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,AZAR CUSHPA,315719,0101130004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,11,35,11,35,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.570386999999982,-77.80950200000001
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,INGAYACU,315722,0101130007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,24,7,24,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.578202999999974,-77.81246800000002
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,GOMAL,315724,0101130009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,25,6,25,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.5797000000000025,-77.79560800000002
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,CORRAL HUAYCO,315725,0101130010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,5,16,5,16,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.584994999999992,-77.82149700000002
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,COSHAG,315726,0101130011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,3,6,3,6,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.588549999999998,-77.82030700000001
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,HERNANDEZ,315729,0101130014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,12,35,12,35,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.597888000000012,-77.80741
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SAN PEDRO,315730,0101130015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,32,32,101,32,101,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.604623000000004,-77.794893
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,CUNCHI,315731,0101130016,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,4,2,4,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.6060770000000275,-77.80408299999999
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MAGDALENA PAMPA,315732,0101130017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,2,1,2,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.60302200000001,-77.81143200000002
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,CELULO,315739,0101130025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,33,11,27,11,27,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.588244999999972,-77.81270799999999
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SHINGUIL,315740,0101130026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,6,13,6,13,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.596119999999985,-77.80693000000002
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MEMBRILLO,315760,0101130048,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,13,56,13,56,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.581917999999973,-77.808313
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,LLIMAC,315761,0101130049,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,9,39,9,39,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.583804999999984,-77.80067000000003
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,YARACYUCU,315764,0101130052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,11,42,11,42,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.572180000000003,-77.79070999999999
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,SANTA ROSA,315803,0101140009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,35,79,35,79,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.291279999999972,-77.55028299999998
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,TUSHMEN,315830,0101150003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,18,67,23,67,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.6230620000000044,-77.79969299999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,SHAULIA,315855,0101170003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,19,4,9,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.046898999999996,-77.71000500000002
AMAZONAS,CHACHAPOYAS,QUINJALCA,BUELOT,315857,0101170005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,23,7,12,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.0453449999999975,-77.71214400000002
AMAZONAS,CHACHAPOYAS,QUINJALCA,ZENLA,315861,0101170009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,5,21,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.056526000000019,-77.70344599999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,CUCHA,315865,0101170013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,16,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.0667700000000195,-77.692455
AMAZONAS,CHACHAPOYAS,QUINJALCA,SHINGARMAL,315867,0101170015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,6,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.071337000000028,-77.69056499999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,AÑERMAL,315869,0101170017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,12,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.066617000000008,-77.68266499999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,TRANCA,315875,0101170023,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,5,13,7,13,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.086776999999984,-77.675047
AMAZONAS,CHACHAPOYAS,QUINJALCA,TAYAHUAYCO,315877,0101170025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,1,4,1,4,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.092049999999972,-77.65045500000002
AMAZONAS,CHACHAPOYAS,QUINJALCA,CHICCHA,315879,0101170027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,2,4,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.118701999999985,-77.65322800000001
AMAZONAS,CHACHAPOYAS,QUINJALCA,BUELO PAMPA,315883,0101170031,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,5,3,4,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.051206999999977,-77.70583099999999
AMAZONAS,CHACHAPOYAS,QUINJALCA,PALACHE,315888,0101170037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,3,15,7,15,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.081025000000011,-77.66594500000002
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,CALPILON,315919,0101190012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,18,40,9,32,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.351822000000027,-77.88402500000001
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,VARGAS,315920,0101190013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,4,18,4,11,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.348875000000021,-77.87874
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,CURBA,315999,0101190100,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,2,8,2,5,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.351854000000003,-77.84833200000003
AMAZONAS,CHACHAPOYAS,SOLOCO,SACSOL,316012,0101200006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,4,15,7,15,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.255410999999981,-77.72312299999999
AMAZONAS,BAGUA,BAGUA,RENTEMA,316033,0102010002,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,22,95,22,95,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.504277000000002,-78.55481200000003
AMAZONAS,BAGUA,BAGUA,ACHAGUAY BAJO,316039,0102010025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,0,70,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.6048020000000065,-78.51797499999998
AMAZONAS,BAGUA,BAGUA,CASUAL,316040,0102010026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,54,0,300,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.589357000000007,-78.551943
AMAZONAS,BAGUA,BAGUA,LAS JUNTAS,316041,0102010027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,50,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.643632000000025,-78.55057799999997
AMAZONAS,BAGUA,BAGUA,PALMIRA,316045,0102010052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,0,70,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.6252039999999965,-78.516007
AMAZONAS,BAGUA,BAGUA,EL HORNO,316046,0102010055,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,27,100,27,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.661389999999983,-78.49555700000002
AMAZONAS,BAGUA,BAGUA,NUEVA SANTA ROSA,316048,0102010057,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,100,0,323,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.6279799999999796,-78.52509800000001
AMAZONAS,BAGUA,ARAMANGO,BUENOS AIRES,316075,0102020029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,95,30,95,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.367304999999988,-78.41926699999999
AMAZONAS,BAGUA,ARAMANGO,NUEVO JERUSALEN (LA PERLA),316078,0102020032,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,20,4,20,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.394427000000007,-78.431308
AMAZONAS,BAGUA,ARAMANGO,PAJONAL,316088,0102020043,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,9,5,9,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.419298000000026,-78.440698
AMAZONAS,BAGUA,ARAMANGO,SOL NACIENTE,316094,0102020050,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,25,5,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.452459999999974,-78.46763700000002
AMAZONAS,BAGUA,ARAMANGO,NARANJOS,316097,0102020053,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,42,22,60,22,60,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.445232999999973,-78.42816199999999
AMAZONAS,BAGUA,ARAMANGO,LA HERMOSA,316108,0102020065,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,24,120,24,120,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.464096999999981,-78.46011299999998
AMAZONAS,BAGUA,ARAMANGO,EL LIMON,316109,0102020066,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,23,20,100,20,100,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.475599999999986,-78.452742
AMAZONAS,BAGUA,ARAMANGO,LA PALMA,316110,0102020067,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,17,16,80,16,80,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.45544799999999,-78.46849300000002
AMAZONAS,BAGUA,ARAMANGO,CHONTAS,316126,0102020085,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,37,23,115,20,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.358807000000013,-78.461948
AMAZONAS,BAGUA,ARAMANGO,PALMERAS,316127,0102020086,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,20,3,12,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.382452999999998,-78.43425400000001
AMAZONAS,BAGUA,COPALLIN,EL PORVENIR,316148,0102030009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,58,58,165,56,140,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.6553030000000035,-78.39154000000002
AMAZONAS,BAGUA,COPALLIN,LIRIO DE LOS VALLES,316151,0102030012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,55,53,150,52,134,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.596049999999991,-78.35019
AMAZONAS,BAGUA,COPALLIN,SOLES,316152,0102030013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,31,95,30,81,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.665683999999999,-78.39865800000001
AMAZONAS,BAGUA,COPALLIN,PALO GRANDE,316156,0102030017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,22,26,22,26,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.665466999999978,-78.41169300000001
AMAZONAS,BAGUA,COPALLIN,PAN DE AZUCAR,316157,0102030018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,59,180,58,171,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.667341000000022,-78.39983999999998
AMAZONAS,BAGUA,COPALLIN,LLUHUANA,316158,0102030019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,180,175,620,146,560,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.679062999999985,-78.40563800000001
AMAZONAS,BAGUA,COPALLIN,POMALCA,316160,0102030021,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,12,3,12,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.6773600000000215,-78.43708199999998
AMAZONAS,BAGUA,COPALLIN,LA CRUZ,316162,0102030024,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,86,8,26,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.691786999999977,-78.41048
AMAZONAS,BAGUA,COPALLIN,MIRAFLORES,316164,0102030026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,5,18,4,17,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.680092000000002,-78.44002699999999
AMAZONAS,BAGUA,COPALLIN,PALACIOS,316165,0102030027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,44,44,91,28,63,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.669890000000009,-78.46343300000001
AMAZONAS,BAGUA,COPALLIN,EL ROBLE,316170,0102030033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,25,10,16,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.664488000000006,-78.39735999999999
AMAZONAS,BAGUA,COPALLIN,HUARANGUILLO,316173,0102030036,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,4,10,2,6,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.673643000000027,-78.455397
AMAZONAS,BAGUA,COPALLIN,SAN ROQUE WACSON,316174,0102030037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,22,25,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.676318999999978,-78.454094
AMAZONAS,BAGUA,COPALLIN,LA FORTALEZA,316176,0102030040,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,160,12,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.6308950000000095,-78.40567700000003
